'order_no','comment','ctry_code','currency','date','dealerpo','order_type','region','truck_class','apac_serial_model','bill_to_billto_code'
F56813,'',NZ,USD,2022-09-08,'8763',R,P,5,H175FT,80065
F56807,'',NZ,USD,2022-09-08,'8764',R,P,5,H7XD-EC4,80065
F56814,'',NZ,USD,2022-09-08,'8765',R,P,5,H175FT,80065
F56810,'',NZ,USD,2022-09-08,'8766',R,P,5,H7XD-EC4,80065
F56815,'',NZ,USD,2022-09-08,'8767',R,P,5,H175FT,80065
F56811,'',NZ,USD,2022-09-08,'8768',R,P,5,H7XD-EC4,80065
F56816,'',NZ,USD,2022-09-08,'8769',R,P,5,H175FT,80065
F56812,'',NZ,USD,2022-09-08,'8770',R,P,5,H2.5UT,80065
F56817,'',NZ,USD,2022-09-08,'8771',R,P,5,H175FT,80065
F56818,'',NZ,USD,2022-09-08,'8772',R,P,5,H175FT,80065
F56819,'',NZ,USD,2022-09-08,'8773',R,P,5,H175FT,80065
F56820,'',NZ,USD,2022-09-08,'8774',R,P,5,H175FT,80065
F57032,'',AU,AUD,2022-09-11,'916805/001',R,P,3,PC1.5,87575
F57033,'',AU,AUD,2022-09-11,'916805/002',R,P,3,PC1.5,87575
F57034,'',AU,AUD,2022-09-11,'916805/003',R,P,3,PC1.5,87575
F57035,'',AU,AUD,2022-09-11,'916805/004',R,P,3,PC1.5,87575
F57036,'',AU,AUD,2022-09-11,'916805/005',R,P,3,PC1.5,87575
F57037,'',AU,AUD,2022-09-11,'916805/006',R,P,3,PC1.5,87575
F57038,'',AU,AUD,2022-09-11,'916805/007',R,P,3,PC1.5,87575
F57039,'',AU,AUD,2022-09-11,'916805/008',R,P,3,PC1.5,87575
F57040,'',AU,AUD,2022-09-11,'916805/009',R,P,3,PC1.5,87575
F57041,'',AU,AUD,2022-09-11,'916805/010',R,P,3,PC1.5,87575
F57366,'',AU,AUD,2022-09-13,'915870/001',R,P,5,,87585
F57368,'',AU,AUD,2022-09-13,'915870/002',R,P,5,,87585
F57369,'',AU,AUD,2022-09-13,'915870/003',R,P,5,,87585
F57370,'',AU,AUD,2022-09-13,'915870/004',R,P,5,,87585
F57367,'',AU,AUD,2022-09-13,'915870/005',R,P,5,,87585
F57372,'',AU,AUD,2022-09-13,'916582/001',R,P,5,,87585
F58572,'',NZ,USD,2022-09-18,'8775',R,P,5,H5.0FT,80065
F58573,'',NZ,USD,2022-09-18,'8776',R,P,5,H5.0FT,80065
F58574,'',NZ,USD,2022-09-18,'8777',R,P,5,H5.0FT,80065
F58571,'',AU,AUD,2022-09-18,'917682/001',R,P,5,,87575
F59063,'',AU,AUD,2022-09-20,'917455/001',R,P,1,J2.5UT,87575
F60120,'',AU,AUD,2022-09-26,'917144/001',R,P,5,,87565
F60545,'',AU,AUD,2022-09-26,'918978/001',R,P,5,RS46-41XD/75S,87585
F60546,'',AU,AUD,2022-09-26,'918978/002',R,P,5,RS46-41XD/75S,87585
F61055,'',AU,AUD,2022-09-27,'916112/001',R,P,5,H20XD9,87605
F60547,'',AU,AUD,2022-09-27,'919130/001',R,P,5,H4.0FT6,87605
F60551,'',AU,AUD,2022-09-27,'919130/002',R,P,5,H4.0FT6,87605
F60548,'',AU,AUD,2022-09-27,'919130/003',R,P,5,H4.0FT6,87605
F60549,'',AU,AUD,2022-09-27,'919130/004',R,P,5,H4.0FT6,87605
F60552,'',AU,AUD,2022-09-27,'919130/005',R,P,5,H4.0FT6,87605
F60553,'',AU,AUD,2022-09-27,'919130/006',R,P,5,H4.0FT6,87605
F60550,'',AU,AUD,2022-09-27,'919130/007',R,P,5,H4.0FT6,87605
F60554,'',AU,AUD,2022-09-27,'919130/008',R,P,5,,87605
F61026,'',AU,AUD,2022-09-27,'919167/001',R,P,5,,87585
F61031,'',AU,AUD,2022-09-27,'919167/002',R,P,5,,87585
F61027,'',AU,AUD,2022-09-27,'919167/003',R,P,5,,87585
F61032,'',AU,AUD,2022-09-27,'919167/004',R,P,5,,87585
F61028,'',AU,AUD,2022-09-27,'919167/005',R,P,5,H3.5UT,87585
F61029,'',AU,AUD,2022-09-27,'919167/006',R,P,3,LO2.0,87585
F61033,'',AU,AUD,2022-09-27,'919167/007',R,P,3,LO2.0,87585
F61034,'',AU,AUD,2022-09-27,'919167/008',R,P,3,LO2.0,87585
F61035,'',AU,AUD,2022-09-27,'919167/009',R,P,3,LO2.0,87585
F61036,'',AU,AUD,2022-09-27,'919167/010',R,P,3,LO2.0,87585
F61037,'',AU,AUD,2022-09-27,'919167/011',R,P,3,LO2.0,87585
F61030,'',AU,AUD,2022-09-27,'919167/012',R,P,5,RS 45-31 CH,87585
F61014,'',AU,AUD,2022-09-27,'919168/001',R,P,5,,87575
F61019,'',AU,AUD,2022-09-27,'919168/002',R,P,5,,87575
F61015,'',AU,AUD,2022-09-27,'919168/003',R,P,5,,87575
F61020,'',AU,AUD,2022-09-27,'919168/004',R,P,5,,87575
F61016,'',AU,AUD,2022-09-27,'919168/005',R,P,5,H3.5UT,87575
F61017,'',AU,AUD,2022-09-27,'919168/006',R,P,3,LO2.0,87575
F61021,'',AU,AUD,2022-09-27,'919168/007',R,P,3,LO2.0,87575
F61022,'',AU,AUD,2022-09-27,'919168/008',R,P,3,LO2.0,87575
F61023,'',AU,AUD,2022-09-27,'919168/009',R,P,3,LO2.0,87575
F61024,'',AU,AUD,2022-09-27,'919168/010',R,P,3,LO2.0,87575
F61025,'',AU,AUD,2022-09-27,'919168/011',R,P,3,LO2.0,87575
F61018,'',AU,AUD,2022-09-27,'919168/012',R,P,5,RS 45-31 CH,87575
F61038,'',AU,AUD,2022-09-27,'919169/001',R,P,5,,87565
F61043,'',AU,AUD,2022-09-27,'919169/002',R,P,5,,87565
F61039,'',AU,AUD,2022-09-27,'919169/003',R,P,5,,87565
F61044,'',AU,AUD,2022-09-27,'919169/004',R,P,5,,87565
F61040,'',AU,AUD,2022-09-27,'919169/005',R,P,5,H3.5UT,87565
F61041,'',AU,AUD,2022-09-27,'919169/006',R,P,3,LO2.0,87565
F61045,'',AU,AUD,2022-09-27,'919169/007',R,P,3,LO2.0,87565
F61046,'',AU,AUD,2022-09-27,'919169/008',R,P,3,LO2.0,87565
F61047,'',AU,AUD,2022-09-27,'919169/009',R,P,3,LO2.0,87565
F61048,'',AU,AUD,2022-09-27,'919169/010',R,P,3,LO2.0,87565
F61049,'',AU,AUD,2022-09-27,'919169/011',R,P,3,LO2.0,87565
F61042,'',AU,AUD,2022-09-27,'919169/012',R,P,5,RS 45-31 CH,87565
F61008,'',AU,AUD,2022-09-27,'919170/001',R,P,5,,87605
F61011,'',AU,AUD,2022-09-27,'919170/002',R,P,5,,87605
F61009,'',AU,AUD,2022-09-27,'919170/003',R,P,5,,87605
F61012,'',AU,AUD,2022-09-27,'919170/004',R,P,5,,87605
F61010,'',AU,AUD,2022-09-27,'919170/005',R,P,5,H3.5UT,87605
F61007,'',AU,AUD,2022-09-27,'919171/001',R,P,5,H3.5UT,87595
F61475,'',AU,AUD,2022-09-28,'48736',R,P,1,J3.5UT,
F61474,'',AU,AUD,2022-09-28,'48737',R,P,1,J3.5UT,
F61476,'',AU,AUD,2022-09-28,'48737/2',R,P,1,J3.5UT,
F61473,'',NZ,USD,2022-09-28,N3025,R,P,5,GP170VX,862065
F62165,'',AU,AUD,2022-09-29,'49461',R,P,1,,801465
F62166,'',AU,AUD,2022-09-29,'49462',R,P,5,GP25UX,801465
F62167,'',AU,AUD,2022-09-29,'49463',R,P,5,GP25UX,801465
F62168,'',AU,AUD,2022-09-29,'49464',R,P,5,GP25UX,801465
F62169,'',AU,AUD,2022-09-29,'49465',R,P,5,,801465
F62170,'',AU,AUD,2022-09-29,'49466',R,P,5,,801465
F62171,'',AU,AUD,2022-09-29,'49467',R,P,1,ERP25UX,801465
F62172,'',AU,AUD,2022-09-29,'49468',R,P,3,MP20KUX,801465
F62173,'',AU,AUD,2022-09-29,'49469',R,P,5,GP35UX,801465
F62174,'',AU,AUD,2022-09-29,'49470',R,P,3,MP20KUX,801465
F62114,'',AU,AUD,2022-09-29,'919515/001',R,P,1,,87585
F62122,'',AU,AUD,2022-09-29,'919515/002',R,P,1,,87585
F62123,'',AU,AUD,2022-09-29,'919515/003',R,P,1,,87585
F62115,'',AU,AUD,2022-09-29,'919515/004',R,P,1,,87585
F62116,'',AU,AUD,2022-09-29,'919515/005',R,P,1,,87585
F62117,'',AU,AUD,2022-09-29,'919515/006',R,P,1,,87585
F62124,'',AU,AUD,2022-09-29,'919515/007',R,P,1,,87585
F62125,'',AU,AUD,2022-09-29,'919515/008',R,P,1,,87585
F62118,'',AU,AUD,2022-09-29,'919515/009',R,P,1,,87585
F62119,'',AU,AUD,2022-09-29,'919515/010',R,P,1,,87585
F62120,'',AU,AUD,2022-09-29,'919515/011',R,P,1,,87585
F62126,'',AU,AUD,2022-09-29,'919515/012',R,P,1,,87585
F62127,'',AU,AUD,2022-09-29,'919515/013',R,P,1,,87585
F62128,'',AU,AUD,2022-09-29,'919515/014',R,P,1,,87585
F62121,'',AU,AUD,2022-09-29,'919515/015',R,P,1,,87585
F62129,'',AU,AUD,2022-09-29,'919515/016',R,P,1,,87585
F28670,'',TH,USD,2022-06-04,TH2022/8272,R,A,5,,6065
F28671,'',TH,USD,2022-06-04,TH2022/8273,R,A,5,,6065
F28672,'',TH,USD,2022-06-04,TH2022/8274,R,A,5,,6065
F28788,'',TH,USD,2022-06-06,ID2022/1499,R,A,1,J3.0GX,1255
F28789,'',TH,USD,2022-06-06,ID2022/1500,R,A,1,J2.5GX,1255
F29061,'',MY,USD,2022-06-07,'3030030634',R,A,5,,11005
F29694,'',ID,USD,2022-06-08,'038/YALE-PO/JUN/2022',R,A,1,FB15RZ,804105
F29695,'',ID,USD,2022-06-08,'039/YALE-PO/JUN/2022',R,A,2,FBR18SZ,804105
F29696,'',ID,USD,2022-06-08,'040/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29697,'',ID,USD,2022-06-08,'041/YALE-PO/JUN/2022',R,A,3,MP20XUX,804105
F29698,'',ID,USD,2022-06-08,'042/YALE-PO/JUN/2022',R,A,5,GP50UX6,804105
F29701,'',ID,USD,2022-06-08,'043/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29702,'',ID,USD,2022-06-08,'044/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29703,'',ID,USD,2022-06-08,'045/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29704,'',ID,USD,2022-06-08,'046/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29705,'',ID,USD,2022-06-08,'047/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29706,'',ID,USD,2022-06-08,'048/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29707,'',ID,USD,2022-06-08,'049/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29708,'',ID,USD,2022-06-08,'050/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29709,'',ID,USD,2022-06-08,'051/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29710,'',ID,USD,2022-06-08,'052/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29711,'',ID,USD,2022-06-08,'053/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29712,'',ID,USD,2022-06-08,'054/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29713,'',ID,USD,2022-06-08,'055/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29714,'',ID,USD,2022-06-08,'056/YALE-PO/JUN/2022',R,A,3,MPC15,804105
F29699,'',ID,USD,2022-06-08,'057/YALE-PO/JUN/2022',R,A,5,,804105
F29700,'',ID,USD,2022-06-08,'058/YALE-PO/JUN/2022',R,A,2,FBR18SZ,804105
F29715,'',ID,USD,2022-06-08,'059/YALE-PO/JUN/2022',R,A,5,GP50UX6,804105
F30375,'',TH,USD,2022-06-09,ID2022/1502,R,A,5,,1255
F30106,'',TH,USD,2022-06-09,ID2022/1510,R,A,5,H3.0UT,1255
F30437,'',TH,USD,2022-06-10,ID2022/1501,R,A,5,H5.0UT,1255
F30439,'',TH,USD,2022-06-10,ID2022/1503,R,A,5,,1255
F30441,'',TH,USD,2022-06-10,ID2022/1504,R,A,5,,1255
F30443,'',TH,USD,2022-06-10,ID2022/1505,R,A,5,,1255
F30444,'',TH,USD,2022-06-10,ID2022/1506,R,A,5,,1255
F30445,'',TH,USD,2022-06-10,ID2022/1507,R,A,5,,1255
F30446,'',TH,USD,2022-06-10,ID2022/1508,R,A,5,,1255
F30448,'',TH,USD,2022-06-10,ID2022/1509,R,A,5,H5.0UT,1255
F30381,'',SG,USD,2022-06-10,PO-0083,R,A,5,H11XD-ECD8,82065
F30382,'',SG,USD,2022-06-10,PO-0083/1,R,A,5,H11XD-ECD8,82065
F30597,'',VN,USD,2022-06-13,Y-U-02322,R,A,2,MR16HD,17005
F31256,'',KR,USD,2022-06-14,'22060YKT0615',R,A,2,MTC15,816405
F30992,'',TH,USD,2022-06-14,TH2022/8275,R,A,2,,6065
F30988,'',VN,USD,2022-06-14,Y-U-02422-1,R,A,5,GP30UX,17005
F30989,'',VN,USD,2022-06-14,Y-U-02422-2,R,A,5,GP30UX,17005
F30990,'',VN,USD,2022-06-14,Y-U-02422-3,R,A,5,GP30UX,17005
F30991,'',VN,USD,2022-06-14,Y-U-02422-4,R,A,5,GP30UX,17005
F30993,'',VN,USD,2022-06-14,Y-U-02522-A1,R,A,5,GP30UX,17005
F30995,'',VN,USD,2022-06-14,Y-U-02522-A2,R,A,5,GP30UX,17005
F30996,'',VN,USD,2022-06-14,Y-U-02522-A3,R,A,5,GP30UX,17005
F30994,'',VN,USD,2022-06-14,Y-U-02522-B1,R,A,1,ERP25UX,17005
F30997,'',VN,USD,2022-06-14,Y-U-02522-B2,R,A,1,ERP25UX,17005
F31312,'',IN,USD,2022-06-15,'1200003741',R,A,3,MS15XUX,
F31314,'',IN,USD,2022-06-15,'1200003741/B',R,A,3,MS15XUX,
F31315,'',IN,USD,2022-06-15,'1200003741/C',R,A,3,MS15XUX,
F31313,'',IN,USD,2022-06-15,'1200003741/D',R,A,3,MS15XUX,
F31316,'',IN,USD,2022-06-15,'1200003741/E',R,A,3,MS15XUX,
F31317,'',IN,USD,2022-06-15,'1200003741/F',R,A,3,MS15XUX,
F31318,'',IN,USD,2022-06-15,'1200003741/G',R,A,3,MS15XUX,
F31319,'',IN,USD,2022-06-15,'1200003741/H',R,A,3,MS15XUX,
F31269,'',KR,USD,2022-06-15,'22177HKT0615',R,A,1,J1.5UT,81645
F31272,'',KR,USD,2022-06-15,'22178HKT0615',R,A,1,J3.0GX,81645
F31273,'',KR,USD,2022-06-15,'22179HKT0615',R,A,1,J1.8GX,81645
F31430,'',SG,USD,2022-06-15,HYS2022-075,R,A,7,F3.5UT4,5065
F32463,'',KR,USD,2022-06-20,'22180HKT0621',R,A,3,P2.0UTE,81645
F32464,'',KR,USD,2022-06-20,'22181HKT0621',R,A,3,P2.0UTE,81645
F32465,'',KR,USD,2022-06-20,'22182HKT0621',R,A,3,P2.0UTE,81645
F32466,'',KR,USD,2022-06-20,'22183HKT0621',R,A,3,P2.0UTE,81645
F32467,'',KR,USD,2022-06-20,'22184HKT0621',R,A,3,P2.0UTE,81645
F32468,'',KR,USD,2022-06-20,'22185HKT0621',R,A,3,P2.0UTE,81645
F32469,'',KR,USD,2022-06-20,'22186HKT0621',R,A,3,P2.0UTE,81645
F32470,'',KR,USD,2022-06-20,'22187HKT0621',R,A,3,P2.0UTE,81645
F32471,'',KR,USD,2022-06-20,'22188HKT0621',R,A,3,P2.0UTE,81645
F32472,'',KR,USD,2022-06-20,'22189HKT0621',R,A,3,P2.0UTE,81645
F32473,'',KR,USD,2022-06-20,'22190HKT0621',R,A,3,P2.0UTE,81645
F32474,'',KR,USD,2022-06-20,'22191HKT0621',R,A,3,P2.0UTE,81645
F32475,'',KR,USD,2022-06-20,'22192HKT0621',R,A,3,P2.0UTE,81645
F32476,'',KR,USD,2022-06-20,'22193HKT0621',R,A,3,P2.0UTE,81645
F33397,'',TW,USD,2022-06-23,YA-22Y101,R,A,5,,810265
F33778,'',TH,USD,2022-06-23,TH2022/8276,R,A,5,H3.5UT,6065
F33779,'',TH,USD,2022-06-23,TH2022/8277,R,A,5,H3.5UT,6065
F33780,'',TH,USD,2022-06-23,TH2022/8278,R,A,5,H3.5UT,6065
F33791,'',SG,USD,2022-06-24,HYS2022-077,R,A,3,P2.0UTS,5065
F33793,'',SG,USD,2022-06-24,HYS2022-078,R,A,3,P2.0UTS,5065
F33794,'',SG,USD,2022-06-24,HYS2022-079,R,A,3,P2.0UTS,5065
F33795,'',SG,USD,2022-06-24,HYS2022-080,R,A,3,P2.0UTS,5065
F33796,'',SG,USD,2022-06-24,HYS2022-081,R,A,3,P2.0UTS,5065
F33797,'',SG,USD,2022-06-24,HYS2022-082,R,A,3,P2.0UTS,5065
F33798,'',SG,USD,2022-06-24,HYS2022-083,R,A,3,P2.0UTS,5065
F33799,'',SG,USD,2022-06-24,HYS2022-084,R,A,3,P2.0UTS,5065
F33792,'',SG,USD,2022-06-24,HYS2022-085,R,A,3,P2.0UT,5065
F33800,'',SG,USD,2022-06-24,HYS2022-086,R,A,3,P2.0UT,5065
F34364,'',IN,USD,2022-06-25,'1200003760',R,A,1,ERP30UX,
F34365,'',IN,USD,2022-06-25,'1200003760/B',R,A,1,ERP30UX,
F34366,'',IN,USD,2022-06-25,'1200003760/C',R,A,1,ERP30UX,
F34367,'',IN,USD,2022-06-25,'1200003760/D',R,A,1,ERP30UX,
F34964,'',TH,USD,2022-06-27,ID2022/1512,R,A,5,H5.0UT,1255
F34965,'',TH,USD,2022-06-27,POI2200486,R,A,2,FBR15SZ,814065
F34966,'',TH,USD,2022-06-27,POI2200487,R,A,2,FBR15SZ,814065
F34967,'',VN,USD,2022-06-27,Y-U-02622-1,R,A,2,NR045EC,17005
F34968,'',VN,USD,2022-06-27,Y-U-02622-2,R,A,2,NR045EC,17005
F35835,'',IN,USD,2022-06-29,'1200003766',R,A,3,MPC15,
F35837,'',IN,USD,2022-06-29,'1200003766/B',R,A,3,MPC15,
F35838,'',IN,USD,2022-06-29,'1200003766/C',R,A,3,MPC15,
F35839,'',IN,USD,2022-06-29,'1200003766/D',R,A,3,MPC15,
F35840,'',IN,USD,2022-06-29,'1200003766/E',R,A,3,MPC15,
F35841,'',IN,USD,2022-06-29,'1200003766/F',R,A,3,MPC15,
F35842,'',IN,USD,2022-06-29,'1200003766/G',R,A,3,MPC15,
F35843,'',IN,USD,2022-06-29,'1200003766/H',R,A,3,MPC15,
F35836,'',IN,USD,2022-06-29,'1200003766/I',R,A,3,MPC15,
F35844,'',IN,USD,2022-06-29,'1200003766/J',R,A,3,MPC15,
F35845,'',IN,USD,2022-06-29,'1200003766/K',R,A,3,MPC15,
F35846,'',IN,USD,2022-06-29,'1200003766/L',R,A,3,MPC15,
F35847,'',IN,USD,2022-06-29,'1200003766/M',R,A,3,MPC15,
F35848,'',IN,USD,2022-06-29,'1200003766/N',R,A,3,MPC15,
F35849,'',IN,USD,2022-06-29,'1200003766/O',R,A,3,MPC15,
F35850,'',IN,USD,2022-06-29,'1200003766/P',R,A,3,MPC15,
F36781,'',KR,USD,2022-06-29,'22061YKT0630',R,A,2,MTC15,816405
F36782,'',TH,USD,2022-06-29,TH2022/8279,R,A,5,H4.0FT6,6065
F36783,'',TH,USD,2022-06-29,TH2022/8280,R,A,5,H4.0FT6,6065
F36784,'',TH,USD,2022-06-29,TH2022/8281,R,A,5,H4.0FT6,6065
F36959,'',IN,USD,2022-06-30,'1200003769',R,A,5,GP30UX,
F36961,'',IN,USD,2022-06-30,'1200003769/B',R,A,5,GP30UX,
F36960,'',IN,USD,2022-06-30,'1200003769/C',R,A,5,GP30UX,
F36962,'',IN,USD,2022-06-30,'1200003769/D',R,A,5,GP30UX,
F36963,'',IN,USD,2022-06-30,'1200003769/E',R,A,5,GP30UX,
F36883,'',VN,USD,2022-06-30,Y-U-02722,R,A,3,MSL15WUX,17005
F38780,'',TH,USD,2022-06-30,ID2022/1511,R,A,1,J2.5GX,1255
F28181,'',AU,AUD,2022-06-01,'876392/001',R,P,5,,87585
F28187,'',AU,AUD,2022-06-01,'876392/002',R,P,5,,87585
F28188,'',AU,AUD,2022-06-01,'876392/003',R,P,5,,87585
F28209,'',AU,AUD,2022-06-01,'876401/003',R,P,5,,87595
F28217,'',AU,AUD,2022-06-01,'876536/011',R,P,5,,87605
F28218,'',AU,AUD,2022-06-01,'876536/012',R,P,5,,87605
F28219,'',AU,AUD,2022-06-01,'876536/025',R,P,5,,87605
F28224,'',AU,AUD,2022-06-01,'876837/010',R,P,5,,87505
F28222,'',AU,AUD,2022-06-01,'876843/004',R,P,5,,87625
F28180,'',AU,AUD,2022-06-01,'876843/005',R,P,5,,87625
F28199,'',AU,AUD,2022-06-01,'879172/018',R,P,5,,87575
F28200,'',AU,AUD,2022-06-01,'879172/019',R,P,5,,87575
F28214,'',AU,AUD,2022-06-01,'879172/020',R,P,5,,87575
F28163,'',AU,AUD,2022-06-01,'879175/010',R,P,5,,87605
F28164,'',AU,AUD,2022-06-01,'879175/011',R,P,5,,87605
F28165,'',AU,AUD,2022-06-01,'879175/013',R,P,5,,87605
F28182,'',AU,AUD,2022-06-01,'880577/010',R,P,5,,87585
F28185,'',AU,AUD,2022-06-01,'880577/021',R,P,5,,87585
F28196,'',AU,AUD,2022-06-01,'880578/008',R,P,5,,87575
F28201,'',AU,AUD,2022-06-01,'880578/009',R,P,5,,87575
F28202,'',AU,AUD,2022-06-01,'880578/010',R,P,5,,87575
F28207,'',AU,AUD,2022-06-01,'880579/002',R,P,5,,87595
F28171,'',AU,AUD,2022-06-01,'880579/003',R,P,5,,87595
F28211,'',AU,AUD,2022-06-01,'880579/007',R,P,5,,87595
F28169,'',AU,AUD,2022-06-01,'880581/016',R,P,5,,87565
F28175,'',AU,AUD,2022-06-01,'880581/017',R,P,5,,87565
F28176,'',AU,AUD,2022-06-01,'880581/018',R,P,5,,87565
F28177,'',AU,AUD,2022-06-01,'880581/019',R,P,5,,87565
F28170,'',AU,AUD,2022-06-01,'880581/026',R,P,5,,87565
F28172,'',AU,AUD,2022-06-01,'880581/030',R,P,5,,87565
F28161,'',AU,AUD,2022-06-01,'880583/003',R,P,5,,87605
F28167,'',AU,AUD,2022-06-01,'880583/004',R,P,5,,87605
F28216,'',AU,AUD,2022-06-01,'880583/010',R,P,5,,87605
F28220,'',AU,AUD,2022-06-01,'880583/011',R,P,5,,87605
F28223,'',AU,AUD,2022-06-01,'882043/002',R,P,5,,87625
F28166,'',AU,AUD,2022-06-01,'882044/001',R,P,5,,87705
F28184,'',AU,AUD,2022-06-01,'882187/006',R,P,5,,87585
F28186,'',AU,AUD,2022-06-01,'882187/053',R,P,5,,87585
F28183,'',AU,AUD,2022-06-01,'882187/055',R,P,5,,87585
F28189,'',AU,AUD,2022-06-01,'882187/056',R,P,5,,87585
F28190,'',AU,AUD,2022-06-01,'882187/057',R,P,5,,87585
F28191,'',AU,AUD,2022-06-01,'882187/058',R,P,5,,87585
F28192,'',AU,AUD,2022-06-01,'882187/059',R,P,5,,87585
F28193,'',AU,AUD,2022-06-01,'882187/060',R,P,5,,87585
F28194,'',AU,AUD,2022-06-01,'882187/061',R,P,5,,87585
F28195,'',AU,AUD,2022-06-01,'882187/062',R,P,5,,87585
F28198,'',AU,AUD,2022-06-01,'882204/006',R,P,5,,87575
F28197,'',AU,AUD,2022-06-01,'882204/054',R,P,5,,87575
F28203,'',AU,AUD,2022-06-01,'882204/055',R,P,5,,87575
F28204,'',AU,AUD,2022-06-01,'882204/056',R,P,5,,87575
F28205,'',AU,AUD,2022-06-01,'882204/057',R,P,5,,87575
F28206,'',AU,AUD,2022-06-01,'882204/058',R,P,5,,87575
F28208,'',AU,AUD,2022-06-01,'882204/059',R,P,5,,87575
F28210,'',AU,AUD,2022-06-01,'882204/060',R,P,5,,87575
F28212,'',AU,AUD,2022-06-01,'882204/061',R,P,5,,87575
F28178,'',AU,AUD,2022-06-01,'882205/004',R,P,5,,87565
F28179,'',AU,AUD,2022-06-01,'882205/005',R,P,5,,87565
F28168,'',AU,AUD,2022-06-01,'882205/043',R,P,5,,87565
F28174,'',AU,AUD,2022-06-01,'882205/044',R,P,5,,87565
F28213,'',AU,AUD,2022-06-01,'882211/004',R,P,5,,87595
F28173,'',AU,AUD,2022-06-01,'882211/005',R,P,5,,87595
F28221,'',AU,AUD,2022-06-01,'882214/001',R,P,5,,87605
F28215,'',AU,AUD,2022-06-01,'882214/005',R,P,5,,87605
F28162,'',AU,AUD,2022-06-01,'882214/011',R,P,5,,87605
F28554,'',AU,AUD,2022-06-02,'898733/001',R,P,1,J2.0UTT,87565
F28555,'',AU,AUD,2022-06-02,'898733/002',R,P,1,J2.0UTT,87565
F28556,'',AU,AUD,2022-06-02,'898733/003',R,P,1,J2.0UTT,87565
F28673,'',AU,AUD,2022-06-06,'882205/042',R,P,5,,87565
F29066,'',AU,AUD,2022-06-07,'875404/045',R,P,5,,87585
F29074,'',AU,AUD,2022-06-07,'875404/046',R,P,5,,87585
F29067,'',AU,AUD,2022-06-07,'875404/047',R,P,5,,87585
F29053,'',AU,AUD,2022-06-07,'875405/042',R,P,5,,87575
F29054,'',AU,AUD,2022-06-07,'875405/044',R,P,5,,87575
F29060,'',AU,AUD,2022-06-07,'875405/045',R,P,5,,87575
F29075,'',AU,AUD,2022-06-07,'875407/001',R,P,5,,87565
F29080,'',AU,AUD,2022-06-07,'875407/002',R,P,5,,87565
F29081,'',AU,AUD,2022-06-07,'875407/003',R,P,5,,87565
F29079,'',AU,AUD,2022-06-07,'875407/040',R,P,5,,87565
F29087,'',AU,AUD,2022-06-07,'876845/006',R,P,5,,87705
F29154,'',AU,AUD,2022-06-07,'879171/005',R,P,5,,87585
F29064,'',AU,AUD,2022-06-07,'879171/018',R,P,5,,87585
F29065,'',AU,AUD,2022-06-07,'879171/021',R,P,5,,87585
F29112,'',AU,AUD,2022-06-07,'879172/001',R,P,5,,87575
F29113,'',AU,AUD,2022-06-07,'879172/002',R,P,5,,87575
F29176,'',AU,AUD,2022-06-07,'879174/005',R,P,5,,87565
F29078,'',AU,AUD,2022-06-07,'879174/012',R,P,5,,87565
F29102,'',AU,AUD,2022-06-07,'879174/013',R,P,5,,87565
F29103,'',AU,AUD,2022-06-07,'879174/014',R,P,5,,87565
F29180,'',AU,AUD,2022-06-07,'879175/002',R,P,5,,87605
F29184,'',AU,AUD,2022-06-07,'879175/003',R,P,5,,87605
F29091,'',AU,AUD,2022-06-07,'879175/012',R,P,5,,87605
F29182,'',AU,AUD,2022-06-07,'879175/014',R,P,5,,87605
F29062,'',AU,AUD,2022-06-07,'880577/005',R,P,5,,87585
F29123,'',AU,AUD,2022-06-07,'880577/011',R,P,5,,87585
F29127,'',AU,AUD,2022-06-07,'880577/012',R,P,5,,87585
F29128,'',AU,AUD,2022-06-07,'880577/013',R,P,5,,87585
F29129,'',AU,AUD,2022-06-07,'880577/014',R,P,5,,87585
F29138,'',AU,AUD,2022-06-07,'880577/015',R,P,5,,87585
F29152,'',AU,AUD,2022-06-07,'880577/016',R,P,5,,87585
F29153,'',AU,AUD,2022-06-07,'880577/017',R,P,5,,87585
F29140,'',AU,AUD,2022-06-07,'880577/018',R,P,5,,87585
F29126,'',AU,AUD,2022-06-07,'880577/022',R,P,5,,87585
F29142,'',AU,AUD,2022-06-07,'880577/023',R,P,5,,87585
F29107,'',AU,AUD,2022-06-07,'880578/003',R,P,5,,87575
F29111,'',AU,AUD,2022-06-07,'880578/004',R,P,5,,87575
F29157,'',AU,AUD,2022-06-07,'880578/011',R,P,5,,87575
