'order_no','comment','ctry_code','currency','date','dealerpo','order_type','region','truck_class','apac_serial_model','bill_to_billto_code'
F74716,'',TH,USD,2022-11-15,ID2022/1592,R,A,5,H3.0UT,1255
F74717,'',TH,USD,2022-11-15,ID2022/1593,R,A,5,H3.0UT,1255
F74718,'',TH,USD,2022-11-15,ID2022/1594,R,A,5,H3.0UT,1255
F74719,'',TH,USD,2022-11-15,ID2022/1595,R,A,5,H3.0UT,1255
F75113,'',TH,USD,2022-11-15,TH2022/8337,R,A,5,,6065
F75121,'',TH,USD,2022-11-16,TH2022/8338,R,A,3,P1.5UT,6065
F75122,'',TH,USD,2022-11-16,TH2022/8339,R,A,3,P1.5UT,6065
F75123,'',TH,USD,2022-11-16,TH2022/8340,R,A,3,P1.5UT,6065
F75124,'',TH,USD,2022-11-16,TH2022/8341,R,A,3,P1.5UT,6065
F75125,'',TH,USD,2022-11-16,TH2022/8342,R,A,3,P1.5UT,6065
F75126,'',TH,USD,2022-11-16,TH2022/8343,R,A,3,P1.5UT,6065
F75127,'',TH,USD,2022-11-16,TH2022/8344,R,A,3,P1.5UT,6065
F75128,'',TH,USD,2022-11-16,TH2022/8345,R,A,3,P1.5UT,6065
F75129,'',TH,USD,2022-11-16,TH2022/8346,R,A,3,P1.5UT,6065
F75130,'',TH,USD,2022-11-16,TH2022/8347,R,A,3,P1.5UT,6065
F75131,'',TH,USD,2022-11-16,TH2022/8348,R,A,3,P1.5UT,6065
F75132,'',TH,USD,2022-11-16,TH2022/8349,R,A,3,P1.5UT,6065
F75133,'',TH,USD,2022-11-16,TH2022/8350,R,A,3,P1.5UT,6065
F75134,'',TH,USD,2022-11-16,TH2022/8351,R,A,3,P1.5UT,6065
F75141,'',TH,USD,2022-11-16,TH2022/8352,R,A,2,R1.6N,6065
F75142,'',TH,USD,2022-11-16,TH2022/8353,R,A,2,R1.6N,6065
F75365,'',TH,USD,2022-11-17,TH2022/8354,R,A,5,,6065
F75366,'',TH,USD,2022-11-17,TH2022/8355,R,A,5,,6065
F75367,'',TH,USD,2022-11-17,TH2022/8356,R,A,5,,6065
F75368,'',TH,USD,2022-11-17,TH2022/8357,R,A,5,,6065
F75369,'',TH,USD,2022-11-17,TH2022/8358,R,A,5,,6065
F75370,'',TH,USD,2022-11-17,TH2022/8359,R,A,5,,6065
F75372,'',TH,USD,2022-11-17,TH2022/8360,R,A,5,,6065
F75373,'',TH,USD,2022-11-17,TH2022/8361,R,A,5,,6065
F75636,'',TH,USD,2022-11-17,TH2022/8362,R,A,5,H4.0FT6,6065
F75681,'',TH,USD,2022-11-18,ID2022/1596,R,A,3,P2.0UTS,1255
F75682,'',TH,USD,2022-11-18,ID2022/1597,R,A,3,P2.0UTS,1255
F75678,'',TH,USD,2022-11-18,TH2022/8363,R,A,2,,6065
F75679,'',TH,USD,2022-11-18,TH2022/8364,R,A,1,J1.5UT,6065
F75680,'',TH,USD,2022-11-18,TH2022/8365,R,A,1,J1.5UT,6065
F75683,'',TH,USD,2022-11-18,TH2022/8366,R,A,5,,6065
F76033,'',IN,USD,2022-11-20,'1200003966',R,A,1,ERP20UX,
F76034,'',IN,USD,2022-11-20,'1200003966/B',R,A,1,ERP20UX,
F76035,'',IN,USD,2022-11-20,'1200003966/C',R,A,1,ERP20UX,
F76000,'',SG,USD,2022-11-20,JIL-436,R,A,3,S1.4S,
F76002,'',SG,USD,2022-11-20,JIL-436,R,A,3,S1.4S,
F76032,'',VN,USD,2022-11-20,Y-U-04122,R,A,5,GP50UX,17005
F76479,'',TH,USD,2022-11-21,TH2022/8367,R,A,3,P2.0UTS,6065
F76480,'',TH,USD,2022-11-21,TH2022/8368,R,A,3,P2.0UTS,6065
F76481,'',TH,USD,2022-11-21,TH2022/8369,R,A,3,P2.0UTS,6065
F76482,'',TH,USD,2022-11-21,TH2022/8370,R,A,3,P2.0UTS,6065
F76483,'',TH,USD,2022-11-21,TH2022/8371,R,A,3,P2.0UTS,6065
F76484,'',TH,USD,2022-11-21,TH2022/8372,R,A,3,P2.0UTS,6065
F76485,'',TH,USD,2022-11-21,TH2022/8373,R,A,3,P2.0UTS,6065
F76486,'',TH,USD,2022-11-21,TH2022/8374,R,A,3,P2.0UTS,6065
F76487,'',TH,USD,2022-11-21,TH2022/8375,R,A,3,P2.0UTS,6065
F76488,'',TH,USD,2022-11-21,TH2022/8376,R,A,3,P2.0UTS,6065
F76489,'',TH,USD,2022-11-21,TH2022/8377,R,A,3,P2.0UTS,6065
F76490,'',TH,USD,2022-11-21,TH2022/8378,R,A,3,P2.0UTS,6065
F76038,'',VN,USD,2022-11-21,Y-U-04222-1,R,A,3,MS15XUX,17005
F76039,'',VN,USD,2022-11-21,Y-U-04222-2,R,A,3,MS15XUX,17005
F76040,'',VN,USD,2022-11-21,Y-U-04222-3,R,A,3,MS15XUX,17005
F76041,'',VN,USD,2022-11-21,Y-U-04222-4,R,A,3,MS15XUX,17005
F76042,'',VN,USD,2022-11-21,Y-U-04222-5,R,A,3,MS15XUX,17005
F76043,'',VN,USD,2022-11-21,Y-U-04222-6,R,A,3,MS15XUX,17005
F76963,'',LK,USD,2022-11-23,'2022_04',R,A,3,P2.0UTE,
F76964,'',LK,USD,2022-11-23,'2022_04',R,A,3,P2.0UTE,
F77260,'',IN,USD,2022-11-24,EMLT/22-23/I002,R,A,3,MP20XUX,
F77268,'',IN,USD,2022-11-24,EMLT/22-23/I002-01,R,A,3,MP20XUX,
F77261,'',IN,USD,2022-11-24,EMLT/22-23/I002-02,R,A,3,MP20XUX,
F77262,'',IN,USD,2022-11-24,EMLT/22-23/I002-03,R,A,3,MP20XUX,
F77263,'',IN,USD,2022-11-24,EMLT/22-23/I002-04,R,A,3,MP20XUX,
F77264,'',IN,USD,2022-11-24,EMLT/22-23/I002-05,R,A,3,MP20XUX,
F77265,'',IN,USD,2022-11-24,EMLT/22-23/I002-06,R,A,3,MP20XUX,
F77266,'',IN,USD,2022-11-24,EMLT/22-23/I002-07,R,A,3,MP20XUX,
F77267,'',IN,USD,2022-11-24,EMLT/22-23/I002-08,R,A,3,MP20XUX,
F77269,'',IN,USD,2022-11-24,EMLT/22-23/I002-09,R,A,3,MP20XUX,
F77270,'',IN,USD,2022-11-24,EMLT/22-23/I002-10,R,A,3,MP20XUX,
F77271,'',IN,USD,2022-11-24,EMLT/22-23/I002-11,R,A,3,MP20XUX,
F77272,'',IN,USD,2022-11-24,EMLT/22-23/I002-12,R,A,3,MP20XUX,
F77273,'',IN,USD,2022-11-24,EMLT/22-23/I002-13,R,A,3,MP20XUX,
F77274,'',IN,USD,2022-11-24,EMLT/22-23/I002-14,R,A,3,MP20XUX,
F77275,'',IN,USD,2022-11-24,EMLT/22-23/I002-15,R,A,3,MP20XUX,
F77276,'',IN,USD,2022-11-24,EMLT/22-23/I002-16,R,A,3,MP20XUX,
F77277,'',IN,USD,2022-11-24,EMLT/22-23/I002-17,R,A,3,MP20XUX,
F77278,'',IN,USD,2022-11-24,EMLT/22-23/I002-18,R,A,3,MP20XUX,
F77279,'',IN,USD,2022-11-24,EMLT/22-23/I002-19,R,A,3,MP20XUX,
F77280,'',IN,USD,2022-11-24,EMLT/22-23/I002-20,R,A,3,MP20XUX,
F77281,'',IN,USD,2022-11-24,EMLT/22-23/I002-21,R,A,3,MP20XUX,
F77282,'',IN,USD,2022-11-24,EMLT/22-23/I002-22,R,A,3,MP20XUX,
F77283,'',IN,USD,2022-11-24,EMLT/22-23/I002-23,R,A,3,MP20XUX,
F77284,'',IN,USD,2022-11-24,EMLT/22-23/I002-24,R,A,3,MP20XUX,
F77285,'',IN,USD,2022-11-24,EMLT/22-23/I002-25,R,A,3,MP20XUX,
F77249,'',TH,USD,2022-11-24,TH2022/8379,R,A,1,J2.0UT,6065
F77309,'',TH,USD,2022-11-24,TH2022/8380,R,A,5,H3.0UT,6065
F77310,'',TH,USD,2022-11-24,TH2022/8381,R,A,5,H3.0UT,6065
F77311,'',TH,USD,2022-11-24,TH2022/8382,R,A,5,H3.0UT,6065
F77312,'',TH,USD,2022-11-24,TH2022/8383,R,A,5,H3.0UT,6065
F77313,'',TH,USD,2022-11-24,TH2022/8384,R,A,5,H3.0UT,6065
F77314,'',TH,USD,2022-11-24,TH2022/8385,R,A,5,H2.5UT,6065
F77315,'',TH,USD,2022-11-24,TH2022/8386,R,A,5,H2.5UT,6065
F77316,'',TH,USD,2022-11-24,TH2022/8387,R,A,5,H2.5UT,6065
F77317,'',TH,USD,2022-11-24,TH2022/8388,R,A,5,H2.5UT,6065
F77318,'',TH,USD,2022-11-24,TH2022/8389,R,A,5,H2.5UT,6065
F77319,'',TH,USD,2022-11-24,TH2022/8390,R,A,5,H2.5UT,6065
F77320,'',TH,USD,2022-11-24,TH2022/8391,R,A,5,H2.5UT,6065
F77321,'',TH,USD,2022-11-24,TH2022/8392,R,A,5,H2.5UT,6065
F77322,'',TH,USD,2022-11-24,TH2022/8393,R,A,5,H2.5UT,6065
F77323,'',TH,USD,2022-11-24,TH2022/8394,R,A,5,H2.5UT,6065
F77324,'',TH,USD,2022-11-24,TH2022/8395,R,A,5,H2.5UT,6065
F77325,'',TH,USD,2022-11-24,TH2022/8396,R,A,5,H2.5UT,6065
F77337,'',TH,USD,2022-11-24,TH2022/8397,R,A,5,,6065
F77351,'',TH,USD,2022-11-24,TH2022/8398,R,A,5,,6065
F77338,'',TH,USD,2022-11-24,TH2022/8399,R,A,5,,6065
F77339,'',TH,USD,2022-11-24,TH2022/8400,R,A,5,,6065
F77352,'',PH,USD,2022-11-24,TRK-2095-22A,R,A,3,MP20XUX,808065
F77353,'',PH,USD,2022-11-24,TRK-2095-22B,R,A,3,MP20XUX,808065
F77354,'',PH,USD,2022-11-24,TRK-2095-22C,R,A,3,MP20XUX,808065
F77355,'',PH,USD,2022-11-24,TRK-2095-22D,R,A,3,MP20XUX,808065
F77356,'',PH,USD,2022-11-24,TRK-2095-22E,R,A,3,MP20XUX,808065
F77358,'',PH,USD,2022-11-24,TRK-2095-22F,R,A,3,MP20XUX,808065
F77373,'',PH,USD,2022-11-24,TRK-2095-22G,R,A,3,MP20XUX,808065
F77374,'',PH,USD,2022-11-24,TRK-2095-22H,R,A,3,MP20XUX,808065
F77375,'',PH,USD,2022-11-24,TRK-2095-22I,R,A,3,MP20XUX,808065
F77376,'',PH,USD,2022-11-24,TRK-2095-22J,R,A,3,MP20XUX,808065
F77377,'',PH,USD,2022-11-24,TRK-2095-22K,R,A,3,MP20XUX,808065
F77359,'',PH,USD,2022-11-24,TRK-2095-22L,R,A,3,MP20XUX,808065
F77362,'',PH,USD,2022-11-24,TRK-2095-22M,R,A,3,MP20XUX,808065
F77363,'',PH,USD,2022-11-24,TRK-2095-22N,R,A,3,MP20XUX,808065
F77365,'',PH,USD,2022-11-24,TRK-2095-22O,R,A,3,MP20XUX,808065
F77367,'',PH,USD,2022-11-24,TRK-2095-22P,R,A,3,MP20XUX,808065
F77369,'',PH,USD,2022-11-24,TRK-2095-22Q,R,A,3,MP20XUX,808065
F77370,'',PH,USD,2022-11-24,TRK-2095-22R,R,A,3,MP20XUX,808065
F77371,'',PH,USD,2022-11-24,TRK-2095-22S,R,A,3,MP20XUX,808065
F77372,'',PH,USD,2022-11-24,TRK-2095-22T,R,A,3,MP20XUX,808065
F77357,'',PH,USD,2022-11-24,TRK-2096-22A,R,A,3,MP20XUX,808065
F77360,'',PH,USD,2022-11-24,TRK-2096-22B,R,A,3,MP20XUX,808065
F77361,'',PH,USD,2022-11-24,TRK-2096-22C,R,A,3,MP20XUX,808065
F77364,'',PH,USD,2022-11-24,TRK-2096-22D,R,A,3,MP20XUX,808065
F77366,'',PH,USD,2022-11-24,TRK-2096-22E,R,A,3,MP20XUX,808065
F77368,'',PH,USD,2022-11-24,TRK-2096-22F,R,A,3,MP20XUX,808065
F77572,'',SG,USD,2022-11-27,BT0875,R,A,5,H9XM-EC7,
F77573,'',SG,USD,2022-11-27,BT0876,R,A,5,H9XM-EC7,
F77574,'',TH,USD,2022-11-27,POI2200881,R,A,2,FBR15SZ,814065
F78086,'',PH,USD,2022-11-28,'2022Hysphil#34',R,A,1,J1.8UTT,12805
F78087,'',PH,USD,2022-11-28,'2022Hysphil#35',R,A,1,J1.8UTT,12805
F78116,'',VN,USD,2022-11-28,Y-U-02122/1,R,A,1,FB18RZ,17005
F78130,'',VN,USD,2022-11-28,Y-U-02122/2,R,A,1,FB18RZ,17005
F78131,'',VN,USD,2022-11-28,Y-U-02122/3,R,A,1,FB18RZ,17005
F78132,'',VN,USD,2022-11-28,Y-U-02122/4,R,A,1,FB18RZ,17005
F77577,'',VN,USD,2022-11-28,Y-U-04322,R,A,3,MS15UX,17005
F78850,'',SG,USD,2022-11-29,HYS2022-090,R,A,3,P2.0UT,5065
F71690,'',AU,AUD,2022-11-01,'923420/001',R,P,5,,87585
F71840,'',NZ,USD,2022-11-02,'8827',R,P,5,H7XD-EC4,80065
F71833,'',AU,AUD,2022-11-02,'923786/001',R,P,5,H155FT,87565
F71841,'',AU,AUD,2022-11-02,'924671/001',R,P,5,H7XD-EC4,87595
F71842,'',AU,AUD,2022-11-02,'924671/002',R,P,5,H7XD-EC4,87595
F71834,'',NC,USD,2022-11-02,OA4013333-10,R,P,5,,83065
F71835,'',NC,USD,2022-11-02,OA4013333-20,R,P,5,,83065
F71836,'',NC,USD,2022-11-02,OA4013333-20,R,P,5,,83065
F71843,'',AU,AUD,2022-11-03,'923783/001',R,P,5,H5.0FT,87595
F71844,'',AU,AUD,2022-11-03,'923783/002',R,P,5,,87595
F72277,'',AU,AUD,2022-11-06,'924579/001',R,P,5,H5.0UT,87575
F72292,'',AU,AUD,2022-11-07,'102234',R,P,5,GP40UX,53665
F73227,'',AU,AUD,2022-11-09,'619',R,P,3,P2.0UTE,
F73228,'',AU,AUD,2022-11-09,'620',R,P,3,P2.0UTE,
F73229,'',AU,AUD,2022-11-09,'621',R,P,3,P2.0UTE,
F73230,'',AU,AUD,2022-11-09,'622',R,P,3,P2.0UTE,
F73231,'',AU,AUD,2022-11-09,'623',R,P,3,P2.0UTE,
F73232,'',AU,AUD,2022-11-09,'624',R,P,3,P2.0UTE,
F73233,'',AU,AUD,2022-11-09,'625',R,P,3,P2.0UTE,
F73234,'',AU,AUD,2022-11-09,'626',R,P,3,P2.0UTE,
F73235,'',AU,AUD,2022-11-09,'627',R,P,3,P2.0UTE,
F73236,'',AU,AUD,2022-11-09,'628',R,P,3,P2.0UTE,
F73237,'',AU,AUD,2022-11-09,'629',R,P,3,P2.0UTE,
F73238,'',AU,AUD,2022-11-09,'630',R,P,3,P2.0UTE,
F73239,'',AU,AUD,2022-11-09,'631',R,P,3,P2.0UTE,
F73240,'',AU,AUD,2022-11-09,'632',R,P,3,P2.0UTE,
F73241,'',AU,AUD,2022-11-09,'633',R,P,3,P2.0UTE,
F73242,'',AU,AUD,2022-11-09,'634',R,P,3,P2.0UTE,
F73243,'',AU,AUD,2022-11-09,'635',R,P,3,P2.0UTE,
F73244,'',AU,AUD,2022-11-09,'636',R,P,3,P2.0UTE,
F73245,'',AU,AUD,2022-11-09,'637',R,P,3,P2.0UTE,
F73246,'',AU,AUD,2022-11-09,'638',R,P,3,P2.0UTE,
F73247,'',AU,AUD,2022-11-09,'639',R,P,3,P2.0UTE,
F73248,'',AU,AUD,2022-11-09,'640',R,P,3,P2.0UTE,
F73249,'',AU,AUD,2022-11-09,'641',R,P,3,P2.0UTE,
F73250,'',AU,AUD,2022-11-09,'642',R,P,3,P2.0UTE,
F73251,'',AU,AUD,2022-11-09,'643',R,P,3,P2.0UTE,
F73252,'',AU,AUD,2022-11-09,'644',R,P,3,P2.0UTE,
F73253,'',AU,AUD,2022-11-09,'645',R,P,3,P2.0UTE,
F73254,'',AU,AUD,2022-11-09,'646',R,P,3,P2.0UTE,
F73255,'',AU,AUD,2022-11-09,'647',R,P,3,P2.0UTE,
F73256,'',AU,AUD,2022-11-09,'648',R,P,3,P2.0UTE,
F73257,'',AU,AUD,2022-11-09,'649',R,P,3,P2.0UTE,
F73258,'',AU,AUD,2022-11-09,'650',R,P,3,P2.0UTE,
F73259,'',AU,AUD,2022-11-09,'651',R,P,3,P2.0UTE,
F73260,'',AU,AUD,2022-11-09,'652',R,P,3,P2.0UTE,
F73261,'',AU,AUD,2022-11-09,'653',R,P,3,P2.0UTE,
F73262,'',AU,AUD,2022-11-09,'654',R,P,3,P2.0UTE,
F73263,'',AU,AUD,2022-11-09,'655',R,P,3,P2.0UTE,
F73264,'',AU,AUD,2022-11-09,'656',R,P,3,P2.0UTE,
F73265,'',AU,AUD,2022-11-09,'657',R,P,3,P2.0UTE,
F73266,'',AU,AUD,2022-11-09,'658',R,P,3,P2.0UTE,
F73267,'',AU,AUD,2022-11-09,'659',R,P,3,P2.0UTE,
F73268,'',AU,AUD,2022-11-09,'660',R,P,3,P2.0UTE,
F73931,'',AU,AUD,2022-11-10,'925811/001',R,P,3,MP20XUX,87625
F73932,'',AU,AUD,2022-11-10,'925811/002',R,P,3,MP20XUX,87625
F73933,'',AU,AUD,2022-11-10,'926106/001',R,P,2,N35ZDR3,87585
F73935,'',AU,AUD,2022-11-10,'926106/002',R,P,2,N35ZDR3,87585
F73934,'',AU,AUD,2022-11-10,'926106/003',R,P,3,LO2.0,87585
F73936,'',AU,AUD,2022-11-10,'926106/004',R,P,3,LO2.0,87585
F73937,'',AU,AUD,2022-11-10,'926106/005',R,P,3,LO2.0,87585
F74900,'',AU,AUD,2022-11-15,'926682/001',R,P,5,,87565
F75018,'',NZ,USD,2022-11-15,N3035,R,P,1,ERP50VM6,862065
F75316,'',AU,AUD,2022-11-16,'926917/001',R,P,3,P2.0UTE,87585
F75315,'',AU,AUD,2022-11-16,'926918/001',R,P,3,P2.0UTE,87585
F75625,'',AU,AUD,2022-11-17,'927089/001',R,P,1,,87585
F75629,'',AU,AUD,2022-11-17,'927089/002',R,P,1,,87585
F75626,'',AU,AUD,2022-11-17,'927089/003',R,P,1,,87585
F75628,'',AU,AUD,2022-11-17,'927089/004',R,P,1,,87585
F75627,'',AU,AUD,2022-11-17,'927089/005',R,P,2,R2.0,87585
F76491,'',AU,AUD,2022-11-21,'927677/001',R,P,5,,87565
F76492,'',AU,AUD,2022-11-21,'927681/001',R,P,5,H16XD12,87575
F76929,'',NZ,USD,2022-11-22,'8828',R,P,3,W25ZA2,80065
F77245,'',AU,AUD,2022-11-23,'927801/001',R,P,5,,87565
F77227,'',AU,AUD,2022-11-23,STOCKNOV22-1,R,P,5,GP25UX,
F77229,'',AU,AUD,2022-11-23,STOCKNOV22-2,R,P,5,GP25UX,
F77230,'',AU,AUD,2022-11-23,STOCKNOV22-3,R,P,5,GP25UX,
F77231,'',AU,AUD,2022-11-23,STOCKNOV22-4,R,P,5,GP25UX,
F77232,'',AU,AUD,2022-11-23,STOCKNOV22-5,R,P,5,GP25UX,
F77233,'',AU,AUD,2022-11-23,STOCKNOV22-6,R,P,5,GP25UX,
F77382,'',AU,AUD,2022-11-24,'907341/001',R,P,5,H10XD6,87575
F77378,'',AU,AUD,2022-11-24,'928093/001',R,P,5,H3.5UT,87585
F77380,'',AU,AUD,2022-11-24,'928093/002',R,P,5,H3.5UT,87585
F77379,'',AU,AUD,2022-11-24,'928093/003',R,P,5,,87585
F77381,'',AU,AUD,2022-11-24,'928093/004',R,P,5,,87585
F77383,'',AU,AUD,2022-11-24,'928096/001',R,P,5,H3.5UT,87575
F77386,'',AU,AUD,2022-11-24,'928096/002',R,P,5,H3.5UT,87575
F77384,'',AU,AUD,2022-11-24,'928096/003',R,P,5,,87575
F77387,'',AU,AUD,2022-11-24,'928096/004',R,P,5,,87575
F77385,'',AU,AUD,2022-11-24,'928096/005',R,P,5,H7.0UT6,87575
F77350,'',AU,AUD,2022-11-24,'928098/001',R,P,5,H3.5UT,87595
F77388,'',AU,AUD,2022-11-24,'928099/001',R,P,5,H3.5UT,87565
F77391,'',AU,AUD,2022-11-24,'928099/002',R,P,5,H3.5UT,87565
F77389,'',AU,AUD,2022-11-24,'928099/003',R,P,5,,87565
F77390,'',AU,AUD,2022-11-24,'928099/004',R,P,5,H7.0UT6,87565
F77349,'',AU,AUD,2022-11-24,'928100/001',R,P,5,H3.5UT,87605
F77562,'',NZ,USD,2022-11-27,C1513,R,P,5,GP25UX,862065
F77563,'',NZ,USD,2022-11-27,C1514,R,P,5,GP30UX,862065
F77567,'',NZ,USD,2022-11-27,C1515,R,P,5,GP30UX,862065
F77564,'',NZ,USD,2022-11-27,C1516,R,P,5,GP30UX,862065
F77568,'',NZ,USD,2022-11-27,C1517,R,P,5,GP30UX,862065
F77565,'',NZ,USD,2022-11-27,C1518,R,P,5,GP35UX,862065
F77569,'',NZ,USD,2022-11-27,C1519,R,P,5,GP35UX,862065
F77570,'',NZ,USD,2022-11-27,C1520,R,P,5,GP35UX,862065
F77566,'',NZ,USD,2022-11-27,C1521,R,P,1,ERP25UX,862065
F77571,'',NZ,USD,2022-11-27,C1522,R,P,1,ERP25UX,862065
F78123,'',NZ,USD,2022-11-28,C1486,R,P,5,GP35UX,862065
F78122,'',NZ,USD,2022-11-28,C1487,R,P,5,GP35UX,862065
F78121,'',NZ,USD,2022-11-28,C1488,R,P,5,GP35UX,862065
F78120,'',NZ,USD,2022-11-28,C1489,R,P,5,GP35UX,862065
F78119,'',NZ,USD,2022-11-28,C1490,R,P,5,GP35UX,862065
F78118,'',NZ,USD,2022-11-28,C1491,R,P,5,GP35UX,862065
F78117,'',NZ,USD,2022-11-28,C1492,R,P,5,GP35UX,862065
F78853,'',AU,AUD,2022-11-29,'102236',R,P,5,GP35UX,53665
F78855,'',AU,AUD,2022-11-29,'102237',R,P,5,GP35UX,53665
F78852,'',AU,AUD,2022-11-29,'102238',R,P,5,GP35UX,53665
F78854,'',AU,AUD,2022-11-29,'102239',R,P,5,GP35UX,53665
F78851,'',AU,AUD,2022-11-29,'102240',R,P,5,GP25UX,
F78776,'',AU,AUD,2022-11-29,'928479/001',R,P,5,,87595
F78750,'',AU,AUD,2022-11-29,'928989/001',R,P,5,,87575
F78751,'',AU,AUD,2022-11-29,'928989/002',R,P,5,,87575
F78752,'',AU,AUD,2022-11-29,'928989/003',R,P,5,,87575
F78757,'',AU,AUD,2022-11-29,'928990/001',R,P,5,,87585
F78749,'',AU,AUD,2022-11-29,'928991/001',R,P,5,,87565
F78856,'',AU,AUD,2022-11-30,'49907',R,P,3,MPC15,801465
F78857,'',AU,AUD,2022-11-30,'49909',R,P,3,MPC15,801465
F78858,'',AU,AUD,2022-11-30,'49910',R,P,3,MPC15,801465
F78859,'',AU,AUD,2022-11-30,'49911',R,P,3,MPC15,801465
F78860,'',AU,AUD,2022-11-30,'49912',R,P,3,MPC15,801465
F78861,'',AU,AUD,2022-11-30,'49913',R,P,3,MPC15,801465
F78862,'',AU,AUD,2022-11-30,'49914',R,P,3,MPC15,801465
F78863,'',AU,AUD,2022-11-30,'49915',R,P,3,MPC15,801465
F78864,'',AU,AUD,2022-11-30,'49916',R,P,3,MPC15,801465
F78865,'',AU,AUD,2022-11-30,'49917',R,P,3,MPC15,801465
F79847,'',NZ,USD,2022-11-30,N3036,R,P,5,GP3.5N,862065
H10848,'',SG,USD,2023-03-05,HYS2023-007,R,A,3,W30ZR,5065
H11181,'',VN,USD,2023-03-07,Y-U-00923-1,R,A,3,MP20XUX,17005
H11182,'',VN,USD,2023-03-07,Y-U-00923-2,R,A,3,MP20XUX,17005
H11183,'',VN,USD,2023-03-07,Y-U-00923-3,R,A,3,MP20XUX,17005
H11184,'',VN,USD,2023-03-07,Y-U-00923-4,R,A,3,MP20XUX,17005
H11185,'',VN,USD,2023-03-07,Y-U-00923-5,R,A,3,MP20XUX,17005
H11186,'',VN,USD,2023-03-07,Y-U-00923-6,R,A,3,MP20XUX,17005
H11187,'',VN,USD,2023-03-07,Y-U-00923-7,R,A,3,MP20XUX,17005
H11188,'',VN,USD,2023-03-07,Y-U-00923-8,R,A,3,MP20XUX,17005
H11189,'',VN,USD,2023-03-07,Y-U-00923-9,R,A,3,MP20XUX,17005
H11190,'',VN,USD,2023-03-07,Y-U-00923-10,R,A,3,MP20XUX,17005
H11819,'',PH,USD,2023-03-08,'2023Order#11',R,A,7,F3.5UT4,12805
H11834,'',PH,USD,2023-03-08,'2023Order#12',R,A,1,J3.5UT,12805
H11835,'',PH,USD,2023-03-08,'2023Order#13',R,A,1,J3.5UT,12805
H11836,'',PH,USD,2023-03-08,'2023Order#14',R,A,1,J3.5UT,12805
H11837,'',PH,USD,2023-03-08,'2023Order#15',R,A,1,J3.5UT,12805
H11838,'',PH,USD,2023-03-08,'2023Order#16',R,A,1,J3.5UT,12805
H11839,'',PH,USD,2023-03-08,'2023Order#17',R,A,1,J3.5UT,12805
H11840,'',PH,USD,2023-03-08,'2023Order#18',R,A,1,J3.5UT,12805
H11359,'',VN,USD,2023-03-08,Y-U-01023,R,A,1,FB25RZ,17005
H11844,'',MY,USD,2023-03-09,PK/6123/23,R,A,1,ERP25UX,806565
H11845,'',MY,USD,2023-03-09,PK/6124/23,R,A,1,ERP25UX,806565
H11847,'',MY,USD,2023-03-09,PK/6125/23,R,A,1,ERP30UX,806565
H11848,'',MY,USD,2023-03-09,PK/6126/23,R,A,1,ERP30UX,806565
H12394,'',TH,USD,2023-03-09,POI2300161,R,A,3,MPC15,814065
H12396,'',TH,USD,2023-03-09,POI2300162,R,A,3,MPC15,814065
H12397,'',TH,USD,2023-03-09,POI2300163,R,A,3,MPC15,814065
H12398,'',TH,USD,2023-03-09,POI2300164,R,A,3,MPC15,814065
H12399,'',TH,USD,2023-03-09,POI2300165,R,A,3,MPC15,814065
H12400,'',TH,USD,2023-03-09,POI2300166,R,A,3,MPC15,814065
H12401,'',TH,USD,2023-03-09,POI2300167,R,A,3,MPC15,814065
H12402,'',TH,USD,2023-03-09,POI2300168,R,A,3,MPC15,814065
H12395,'',TH,USD,2023-03-09,POI2300169,R,A,3,MPC15,814065
H12403,'',TH,USD,2023-03-09,POI2300170,R,A,3,MPC15,814065
H12404,'',TH,USD,2023-03-09,POI2300171,R,A,3,MPC15,814065
H12405,'',TH,USD,2023-03-09,POI2300172,R,A,3,MPC15,814065
H11849,'',TH,USD,2023-03-09,TH2023/8485,R,A,2,N35ZDR3,6065
H12406,'',PH,USD,2023-03-10,TRK-2098-23A,R,A,5,,808065
H12407,'',PH,USD,2023-03-10,TRK-2098-23B,R,A,5,,808065
H12408,'',PH,USD,2023-03-10,TRK-2098-23C,R,A,5,,808065
H12631,'',TH,USD,2023-03-12,POI2300182,R,A,3,MPC15,814065
H12632,'',TH,USD,2023-03-12,POI2300183,R,A,3,MPC15,814065
H12633,'',TH,USD,2023-03-12,POI2300184,R,A,3,MPC15,814065
H12634,'',TH,USD,2023-03-12,POI2300185,R,A,3,MPC15,814065
H12635,'',TH,USD,2023-03-12,POI2300186,R,A,3,MPC15,814065
H12636,'',TH,USD,2023-03-12,POI2300187,R,A,3,MPC15,814065
H12637,'',TH,USD,2023-03-12,POI2300188,R,A,3,MPC15,814065
H12638,'',TH,USD,2023-03-12,POI2300189,R,A,3,MPC15,814065
H12643,'',KR,USD,2023-03-13,'23004YKT0313',R,A,2,MTC15,816405
H12645,'',TH,USD,2023-03-13,POI2300174,R,A,1,ERP30UX,814065
H12648,'',TH,USD,2023-03-13,POI2300175,R,A,1,ERP30UX,814065
H12649,'',TH,USD,2023-03-13,POI2300176,R,A,1,ERP30UX,814065
H12650,'',TH,USD,2023-03-13,POI2300177,R,A,1,ERP30UX,814065
H12646,'',TH,USD,2023-03-13,POI2300178,R,A,5,,814065
H12647,'',TH,USD,2023-03-13,POI2300179,R,A,5,,814065
