'order_no','aopmargin_percentage','series','bill_to','comment','ctry_code','currency','date','dealer_name','dealer_net','dealer_net_after_sur_charge','dealerpo','margin_after_sur_charge','margin_percentage_after_sur_charge','model','order_type','quantity','region','total_cost','truck_class','product_dimension'
H07827,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,25620.375,25620.375,STOCKMAR23-12,4919.112,0.192,GP30UX,R,1,2,20701.263,'5',259
H07826,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,25620.375,25620.375,STOCKMAR23-11,4919.112,0.192,GP30UX,R,1,2,20701.263,'5',259
H07825,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,25620.375,25620.375,STOCKMAR23-10,4919.112,0.192,GP30UX,R,1,2,20701.263,'5',259
H07824,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,28366.800000000003,28366.800000000003,STOCKMAR23-8,7205.167200000001,0.254,GP35UX,R,1,2,21161.632800000003,'5',259
H07823,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,28366.800000000003,28366.800000000003,STOCKMAR23-7,7205.167200000001,0.254,GP35UX,R,1,2,21161.632800000003,'5',259
H07822,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,28366.800000000003,28366.800000000003,STOCKMAR23-6,7205.167200000001,0.254,GP35UX,R,1,2,21161.632800000003,'5',259
H07821,0.0,A7T0,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,61412.0,61412.0,STOCKMAR23-19,24933.272,0.406,GP70UX6,R,1,2,36478.728,'5',267
H07820,0.0,A961,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,41454.5,41454.5,STOCKMAR23-17,9617.444000000001,0.232,MR16 961,R,1,2,31837.055999999997,'2',293
H07819,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,23265.0,23265.0,STOCKMAR23-13,3931.7850000000003,0.169,GP25UX,R,1,2,19333.215,'5',259
H07818,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,25620.375,25620.375,STOCKMAR23-9,4919.112,0.192,GP30UX,R,1,2,20701.263,'5',259
H07817,0.0,A7S1,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,28366.800000000003,28366.800000000003,STOCKMAR23-5,7205.167200000001,0.254,GP35UX,R,1,2,21161.632800000003,'5',259
H07816,0.0,E812,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,30798.95,30798.95,STOCKMAR23-4,6929.76375,0.225,GP20SMX,R,1,2,23869.18625,'5',173
H07815,0.0,E812,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,27268.15,27268.15,STOCKMAR23-3,4771.9262499999995,0.175,GP20SMX,R,1,2,22496.22375,'5',173
H07814,0.0,E812,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,30061.850000000002,30061.850000000002,STOCKMAR23-2,6463.297750000001,0.215,GP18MX,R,1,2,23598.55225,'5',173
H07813,0.0,E812,'999055','',AU,,2023-02-22,UNALLOCATED - YALE AUS,28719.600000000002,28719.600000000002,STOCKMAR23-1,5743.920000000001,0.2,GP18MX,R,1,2,22975.68,'5',173
H07791,0.0,A7S1,'862065','',NZ,,2023-02-22,S.G EQUIPMENT LTD,16763.15,16763.15,C1553,3922.5771000000004,0.234,GP35UX,R,1,2,12840.572900000001,'5',259
H07790,0.0,A7S1,'862065','',NZ,,2023-02-22,S.G EQUIPMENT LTD,16763.15,16763.15,C1552,3922.5771000000004,0.234,GP35UX,R,1,2,12840.572900000001,'5',259
H07788,0.0,A7S1,'862065','',NZ,,2023-02-22,S.G EQUIPMENT LTD,16637.75,16637.75,C1550,3876.5957500000004,0.233,GP35UX,R,1,2,12761.15425,'5',259
H07786,0.0,A7S1,'862065','',NZ,,2023-02-22,S.G EQUIPMENT LTD,16637.75,16637.75,C1549,3876.5957500000004,0.233,GP35UX,R,1,2,12761.15425,'5',259
H07785,0.0,A7S1,'862065','',NZ,,2023-02-22,S.G EQUIPMENT LTD,16763.15,16763.15,C1551,3922.5771000000004,0.234,GP35UX,R,1,2,12840.572900000001,'5',259
H07784,0.0,A7S1,'862065','',NZ,,2023-02-22,S.G EQUIPMENT LTD,16637.75,16637.75,C1548,3876.5957500000004,0.233,GP35UX,R,1,2,12761.15425,'5',259
H07540,0.0,A921,'082075','',PG,,2023-02-22,PORTXGROUP (PNG) LTD,350658.225,350658.225,'0200-A2',64871.771624999994,0.185,RS 45-31 CH,R,1,2,285786.453375,'5',288
H07539,0.0,A921,'082075','',PG,,2023-02-22,PORTXGROUP (PNG) LTD,350658.225,350658.225,'0200-A1',64871.771624999994,0.185,RS 45-31 CH,R,1,2,285786.453375,'5',288
H07176,0.0,D466,'083065','',NC,,2023-02-21,CIPAC INDUSTRIE,25723.149999999998,25723.149999999998,OA4013712-30,5864.8782,0.228,H3.5XT,R,1,2,19858.2718,'5',187
H07175,0.0,D475,'083065','',NC,,2023-02-21,CIPAC INDUSTRIE,17554.5,17554.5,OA4013712-20,3563.5635,0.203,H1.8XT,R,1,2,13990.9365,'5',172
H07174,0.0,D466,'083065','',NC,,2023-02-21,CIPAC INDUSTRIE,25723.149999999998,25723.149999999998,OA4013712-10,5864.8782,0.228,H3.5XT,R,1,2,19858.2718,'5',187
H07173,0.0,D475,'083065','',NC,,2023-02-21,CIPAC INDUSTRIE,17554.5,17554.5,OA4013712,3563.5635,0.203,H1.8XT,R,1,2,13990.9365,'5',172
H06517,0.0,A7S6,'862065','',NZ,,2023-02-16,S.G EQUIPMENT LTD,27301.0,27301.0,C1546,7562.377,0.277,GP50UX,R,1,2,19738.623,'5',280
H06516,0.0,A7S6,'862065','',NZ,,2023-02-16,S.G EQUIPMENT LTD,27301.0,27301.0,C1545,7562.377,0.277,GP50UX,R,1,2,19738.623,'5',280
H06515,0.0,A7S6,'862065','',NZ,,2023-02-16,S.G EQUIPMENT LTD,27505.0,27505.0,C1547,7618.885,0.277,GP50UX,R,1,2,19886.114999999998,'5',280
H06514,0.0,A7S6,'862065','',NZ,,2023-02-16,S.G EQUIPMENT LTD,27301.0,27301.0,C1544,7562.377,0.277,GP50UX,R,1,2,19738.623,'5',280
H06155,0.0,K813,'862065','',NZ,,2023-02-15,S.G EQUIPMENT LTD,54515.75,54515.75,N3043,14730.15565,0.2702,GP45SVX5,R,1,2,39785.59435,'5',191
H05890,0.0,A406,'082075','',PG,,2023-02-14,PORTXGROUP (PNG) LTD,28216.98,28216.98,'0200-A',6320.60352,0.224,R1.6 406,R,1,2,21896.37648,'2',239
H05889,0.0,A406,'082075','',PG,,2023-02-14,PORTXGROUP (PNG) LTD,28216.98,28216.98,'0200',6320.60352,0.224,R1.6 406,R,1,2,21896.37648,'2',239
H04468,0.0,J008,'087585','',AU,,2023-02-08,ADAPT-A-LIFT GROUP (NSW),488100.925,488100.925,'937830/001',56766.1375775,0.1163,H32XD12,R,1,2,431334.78742249997,'5',163
H04460,0.0,G807,'801465','',AU,,2023-02-08,SOUTH QUEENSLAND HANDLING,43083.35,43083.35,'50391',8151.36982,0.1892,ERP20VT,R,1,2,34931.98018,'1',18
H04161,0.0,A404,'084065','',PF,,2023-02-07,SOPADEP SA,398705.00499999995,398705.00499999995,HTVI2231,-4704.719058999999,-0.0118,RS 45-27 CH,R,1,2,403409.724059,'5',227
H04028,0.0,J008,'087595','',AU,,2023-02-06,ADAPT-A-LIFT GROUP (SA),474309.67499999993,474309.67499999993,'937416/001',79541.73249749998,0.1677,H25XD12,R,1,2,394767.94250249997,'5',163
H03892,0.0,G879,'087805','',AU,,2023-02-05,ADAPT-A-LIFT GROUP(NSW),126838.068,126838.068,'935439/002',34702.8954048,0.2736,GC155VX,R,1,2,92135.1725952,'4',154
H03891,0.0,G879,'087805','',AU,,2023-02-05,ADAPT-A-LIFT GROUP(NSW),126838.068,126838.068,'935439/001',34702.8954048,0.2736,GC155VX,R,1,2,92135.1725952,'4',154
H03890,0.0,D466,'083065','',NC,,2023-02-05,CIPAC INDUSTRIE,21589.9,21589.9,OA4013702-60,4317.9800000000005,0.2,H2.5XT,R,1,2,17271.920000000002,'5',187
H03889,0.0,A3C1,'083065','',NC,,2023-02-05,CIPAC INDUSTRIE,13656.550000000003,13656.550000000003,OA4013702-50,3113.6934000000006,0.228,H2.5UT,R,1,2,10542.856600000003,'5',258
H03888,0.0,A3C1,'083065','',NC,,2023-02-05,CIPAC INDUSTRIE,13656.550000000003,13656.550000000003,OA4013702-40,3113.6934000000006,0.228,H2.5UT,R,1,2,10542.856600000003,'5',258
H03887,0.0,A3C1,'083065','',NC,,2023-02-05,CIPAC INDUSTRIE,13656.550000000003,13656.550000000003,OA4013702-30,3113.6934000000006,0.228,H2.5UT,R,1,2,10542.856600000003,'5',258
H03886,0.0,D466,'083065','',NC,,2023-02-05,CIPAC INDUSTRIE,21589.9,21589.9,OA4013702-20,4317.9800000000005,0.2,H2.5XT,R,1,2,17271.920000000002,'5',187
H03885,0.0,A3C1,'083065','',NC,,2023-02-05,CIPAC INDUSTRIE,13656.550000000003,13656.550000000003,OA4013702-10,3113.6934000000006,0.228,H2.5UT,R,1,2,10542.856600000003,'5',258
H03884,0.0,A7R0,'087705','',AU,,2023-02-05,ADAPT-A-LIFT GROUP (WA),8985.599999999999,8985.599999999999,'937007/002',2390.1695999999997,0.266,MP20KUX,R,1,2,6595.430399999999,'3',251
H03883,0.0,A7R0,'087705','',AU,,2023-02-05,ADAPT-A-LIFT GROUP (WA),8985.599999999999,8985.599999999999,'937007/001',2390.1695999999997,0.266,MP20KUX,R,1,2,6595.430399999999,'3',251
H03882,0.0,B234,'087565','',AU,,2023-02-05,ADAPT-A-LIFT GROUP (VIC),15542.0,15542.0,'937138/003',6577.374400000001,0.4232,W80Z,R,1,2,8964.6256,'3',125
H03881,0.0,B234,'087565','',AU,,2023-02-05,ADAPT-A-LIFT GROUP (VIC),15542.0,15542.0,'937138/002',6577.374400000001,0.4232,W80Z,R,1,2,8964.6256,'3',125
H03880,0.0,B234,'087565','',AU,,2023-02-05,ADAPT-A-LIFT GROUP (VIC),15542.0,15542.0,'937138/001',6577.374400000001,0.4232,W80Z,R,1,2,8964.6256,'3',125
H02928,0.0,D475,'080065','',NZ,,2023-02-01,SIME DARBY TRANSPORT (NZ),21123.3,21123.3,'8838',6358.1133,0.301,H1.8XT,R,1,2,14765.186699999998,'5',172
H02927,0.0,D475,'080065','',NZ,,2023-02-01,SIME DARBY TRANSPORT (NZ),21123.3,21123.3,'8837',6358.1133,0.301,H1.8XT,R,1,2,14765.186699999998,'5',172
H02865,0.0,D435,'087585','',AU,,2023-02-01,ADAPT-A-LIFT GROUP (NSW),44368.275,44368.275,'935315/001',7888.679295000001,0.1778,R1.6N,R,1,2,36479.595705,'2',42
H02864,0.0,A3C1,'087585','',AU,,2023-02-01,ADAPT-A-LIFT GROUP (NSW),26969.0775,26969.0775,'935314/001',7821.032474999999,0.29,H3.5UT,R,1,2,19148.045025,'5',258
H42211,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'067',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42210,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'066',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42209,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'065',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42207,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'064',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42206,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'063',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42205,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'062',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42204,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'061',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42203,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'050',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42202,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'049',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42201,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'048',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42200,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'047',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42199,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'046',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42198,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'045',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42197,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'044',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42196,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'043',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42195,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'042',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42194,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'041',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42193,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'040',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42192,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'039',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42190,0.0,A7R5,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,2212.0,2212.0,'038',401.72957607072414,0.18161373240086987,MP20UX,R,1,1,1810.270423929276,'3',250
H42189,0.0,A7R0,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,6600.4,6600.4,'038',2509.382137484071,0.3801863731719397,MP20KUX,R,1,1,4091.0178625159288,'3',251
H42187,0.0,A3D4,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,1051.2,1051.2,'038',363.58082436000234,0.34587216929223963,MPC15,R,1,1,687.6191756399977,'3',268
H42185,0.0,A7R5,'804105','',ID,,2023-06-30,PT UNIVERSAL TRAKTOR,2212.0,2212.0,'038',401.72957607072414,0.18161373240086987,MP20UX,R,1,1,1810.270423929276,'3',250
H41694,0.0,A7S5,'880805','',IN,,2023-06-30,ELECTROMECH LIFT TRUCKS,9283.2,9283.2,'23-24/I0081-02',-430.91672386042706,-0.046418985248667166,ERP16UXT,R,1,1,9714.116723860428,'1',278
H41693,0.0,A7S5,'880805','',IN,,2023-06-30,ELECTROMECH LIFT TRUCKS,9507.2,9507.2,'23-24/I0081',-364.30966409118724,-0.038319343664926286,ERP16UXT,R,1,1,9871.509664091189,'1',278
H41677,0.0,A961,'814065','',TH,,2023-06-29,JENBUNJERD CO LTD,0.0,0.0,POI2300518,0.0,0.06664454357582439,MR14 961,R,1,1,0.0,'2',293
H41674,0.0,A961,'814065','',TH,,2023-06-29,JENBUNJERD CO LTD,0.0,0.0,POI2300517,0.0,0.06664454357582439,MR14 961,R,1,1,0.0,'2',293
H41671,0.0,A961,'814065','',TH,,2023-06-29,JENBUNJERD CO LTD,0.0,0.0,POI2300516,0.0,0.06664454357582439,MR14 961,R,1,1,0.0,'2',293
H41665,0.0,A3C4,'006065','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',18815.75,18815.75,'2023/8580',3307.5713650106018,0.17578737839366498,J2.5UT,R,1,1,15508.1786349894,'1',263
H41664,0.0,A3C4,'006065','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',18815.75,18815.75,'2023/8579',3307.5713650106018,0.17578737839366498,J2.5UT,R,1,1,15508.1786349894,'1',263
H41663,0.0,A3C4,'006065','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',18815.75,18815.75,'2023/8578',3307.5713650106018,0.17578737839366498,J2.5UT,R,1,1,15508.1786349894,'1',263
H41662,0.0,A3C4,'006065','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',18815.75,18815.75,'2023/8577',3307.5713650106018,0.17578737839366498,J2.5UT,R,1,1,15508.1786349894,'1',263
H41661,0.0,A3C4,'006065','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',18815.75,18815.75,'2023/8576',3307.5713650106018,0.17578737839366498,J2.5UT,R,1,1,15508.1786349894,'1',263
H41660,0.0,A3C4,'006065','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',18815.75,18815.75,'2023/8575',3307.5713650106018,0.17578737839366498,J2.5UT,R,1,1,15508.1786349894,'1',263
H41659,0.0,A3C1,'006065','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',13786.999999999998,13786.999999999998,TH2023/8574,2916.2440390111915,0.21152129099957873,H3.5UT,R,1,1,10870.755960988807,'5',258
H41616,0.0,A7S4,'804105','',ID,,2023-06-29,PT UNIVERSAL TRAKTOR,24230.24,24230.24,'037/Yale/June/2023',3742.5328835172904,0.15445711158937303,ERP35UX,R,1,1,20487.70711648271,'1',264
H41615,0.0,A7S4,'804105','',ID,,2023-06-29,PT UNIVERSAL TRAKTOR,18483.190000000002,18483.190000000002,'036/Yale/June/23',3200.9131329011293,0.17317969100037,ERP25UX,R,1,1,15282.276867098873,'1',264
H41614,0.0,A961,'804105','',ID,,2023-06-29,PT UNIVERSAL TRAKTOR,31751.2,31751.2,'035/Yale/June/23',4641.201849395533,0.14617406111880915,MR16 961,R,1,1,27109.998150604468,'2',293
H41612,0.0,A7S4,'804105','',ID,,2023-06-29,PT UNIVERSAL TRAKTOR,17355.350000000002,17355.350000000002,'034/Yale/June/23',3018.6936258754413,0.1739344712653701,ERP25UX,R,1,1,14336.65637412456,'1',264
H41105,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26199.640000000003,26199.640000000003,ID2023/1703,4739.023031107043,0.1808812270362128,J3.0UT,R,1,1,21460.61696889296,'1',263
H41102,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26906.44,26906.44,ID2023/1702,4896.502045590222,0.18198253078408821,J3.0UT,R,1,1,22009.937954409776,'1',263
H41101,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26906.44,26906.44,ID2023/1701,4896.502045590222,0.18198253078408821,J3.0UT,R,1,1,22009.937954409776,'1',263
H41100,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26906.44,26906.44,ID2023/1700,4896.502045590222,0.18198253078408821,J3.0UT,R,1,1,22009.937954409776,'1',263
H41099,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26906.44,26906.44,ID2023/1699,4896.502045590222,0.18198253078408821,J3.0UT,R,1,1,22009.937954409776,'1',263
H41098,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26906.44,26906.44,ID2023/1698,4896.502045590222,0.18198253078408821,J3.0UT,R,1,1,22009.937954409776,'1',263
H41097,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26906.44,26906.44,ID2023/1697,4896.502045590222,0.18198253078408821,J3.0UT,R,1,1,22009.937954409776,'1',263
H41037,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26493.24,26493.24,ID2023/1696,4406.126085504802,0.1663113339668837,J3.5UT,R,1,1,22087.1139144952,'1',263
H41033,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26119.84,26119.84,ID2023/1695,4699.55564394641,0.17992283428789801,J3.0UT,R,1,1,21420.28435605359,'1',263
H41031,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',26119.84,26119.84,ID2023/1694,4699.55564394641,0.17992283428789801,J3.0UT,R,1,1,21420.28435605359,'1',263
H40985,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',22051.965000000004,22051.965000000004,ID2023/1693,3110.00824026404,0.14103088954948184,J2.0UT,R,1,1,18941.956759735964,'1',263
H40971,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',22154.565000000002,22154.565000000002,ID2023/1691,3133.016506181631,0.14141629529542243,J2.0UT,R,1,1,19021.548493818373,'1',263
H40969,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',22329.365000000005,22329.365000000005,ID2023/1690,3175.7770398136604,0.142224243269509,J2.0UT,R,1,1,19153.587960186345,'1',263
H40968,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',22154.565000000002,22154.565000000002,ID2023/1690,3133.016506181631,0.14141629529542243,J2.0UT,R,1,1,19021.548493818373,'1',263
H40948,0.0,A7S6,'804105','',ID,,2023-06-29,PT UNIVERSAL TRAKTOR,23908.05,23908.05,'033/Yale-PO/June/202',5570.079694189012,0.23297925569793487,GP50UXS6,R,1,1,18337.970305810988,'5',280
H40947,0.0,A7S6,'804105','',ID,,2023-06-29,PT UNIVERSAL TRAKTOR,23908.05,23908.05,'032/Yale-PO/June/202',5570.079694189012,0.23297925569793487,GP50UXS6,R,1,1,18337.970305810988,'5',280
H40946,0.0,A7S6,'804105','',ID,,2023-06-29,PT UNIVERSAL TRAKTOR,23908.05,23908.05,'031/Yale-PO/June/202',5570.079694189012,0.23297925569793487,GP50UXS6,R,1,1,18337.970305810988,'5',280
H40944,0.0,A7S6,'804105','',ID,,2023-06-29,PT UNIVERSAL TRAKTOR,23908.05,23908.05,'030/June/2023',5570.079694189012,0.23297925569793487,GP50UXS6,R,1,1,18337.970305810988,'5',280
H40920,0.0,D435,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',28543.25,28543.25,ID2023/1689,0.0,0.0,R1.6,R,1,1,28543.25,'2',42
H40897,0.0,D435,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',42391.35,42391.35,ID2023/1688,0.0,0.0,R2.0HD,R,1,1,42391.35,'2',42
H40896,0.0,D435,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',42391.35,42391.35,ID2023/1687,0.0,0.0,R2.0HD,R,1,1,42391.35,'2',42
H40893,0.0,D435,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',28504.5,28504.5,ID2023/1686,0.0,0.0,R1.6N,R,1,1,28504.5,'2',42
H40884,0.0,E264,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',40092.36,40092.36,ID2023/1685,0.0,0.0,N35ZDR3,R,1,1,40092.36,'2',34
H40883,0.0,E264,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',40092.36,40092.36,ID2023/1684,0.0,0.0,N35ZDR3,R,1,1,40092.36,'2',34
H40882,0.0,A6W9,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',1030.2,1030.2,ID2023/1683,342.58082436000234,0.33253817157833654,PC1.5,R,1,1,687.6191756399977,'3',269
H40881,0.0,A6W9,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',1030.2,1030.2,ID2023/1682,342.58082436000234,0.33253817157833654,PC1.5,R,1,1,687.6191756399977,'3',269
H40880,0.0,A3C3,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',8814.9,8814.9,ID2023/1681,2530.3244997719676,0.28705084570125217,S1.5UT,R,1,1,6284.575500228032,'3',245
H40879,0.0,E812,'808065','',PH,,2023-06-29,'YALETRAK PHILIPPINES, INC',14500.85,14500.85,TRK-2104-23,1586.8892548169042,0.10943422315360163,GP15MX,R,1,1,12913.960745183096,'5',173
H40878,0.0,A3C4,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',21523.765,21523.765,ID2023/1680,2820.8991344992464,0.1310597441711172,J2.0UT,R,1,1,18702.865865500753,'1',263
H40877,0.0,D819,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',15842.0,15842.0,'23052YKT0629',0.0,0.0,MCW025-E,R,1,1,15842.0,'3',80
H40876,0.0,D819,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',15842.0,15842.0,'23051YKT0629',0.0,0.0,MCW025-E,R,1,1,15842.0,'3',80
H40875,0.0,E843,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',9028.0,9028.0,'23050YKT0629',0.0,0.0,MP20X,R,1,1,9028.0,'3',105
H40874,0.0,E843,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',9028.0,9028.0,'23049YKT0629',0.0,0.0,MP20X,R,1,1,9028.0,'3',105
H40873,0.0,E264,'001255','',TH,,2023-06-29,'DILOK AND SONS CO.,LTD.',39638.700000000004,39638.700000000004,ID2023/1669,0.0,0.0,N35ZDR3,R,1,1,39638.700000000004,'2',34
H40872,0.0,E843,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',9028.0,9028.0,'23048YKT0629',0.0,0.0,MP20X,R,1,1,9028.0,'3',105
H40871,0.0,E843,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',9028.0,9028.0,'23047YKT0629',0.0,0.0,MP20X,R,1,1,9028.0,'3',105
H40870,0.0,E843,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',9028.0,9028.0,'23046YKT0629',0.0,0.0,MP20X,R,1,1,9028.0,'3',105
H40869,0.0,E843,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',9028.0,9028.0,'23045YKT0629',0.0,0.0,MP20X,R,1,1,9028.0,'3',105
H40868,0.0,E843,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',10959.0,10959.0,'23043YKT0629',0.0,0.0,MP25X,R,1,1,10959.0,'3',105
H40867,0.0,E843,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',10959.0,10959.0,'23042YKT0629',0.0,0.0,MP25X,R,1,1,10959.0,'3',105
H40866,0.0,C881,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',18443.5,18443.5,'23040YKT0629',3193.5273279061066,0.1731519141109934,FB25RZ,R,1,1,15249.972672093892,'1',1
H40865,0.0,C881,'816405','',KR,,2023-06-29,'YALE EQUIPMENT, INC',18443.5,18443.5,'23039YKT0629',3193.5273279061066,0.1731519141109934,FB25RZ,R,1,1,15249.972672093892,'1',1
